Plate Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Idol of the War Loa,250229,"+127 Critical Strike
Equip: You have proven your worth to Nalorakk. Your abilities have a chance to echo with the war god's furious roar, granting you 249 Strength for 15 sec.
Nearby allies with Nalorakk's favor are rallied, gaining 25% movement speed for 10 sec.","+128 Critical Strike
Equip: You have proven your worth to Nalorakk. Your abilities have a chance to echo with the war god's furious roar, granting you 253 Strength for 15 sec.
Nearby allies with Nalorakk's favor are rallied, gaining 25% movement speed for 10 sec.","+130 Critical Strike
Equip: You have proven your worth to Nalorakk. Your abilities have a chance to echo with the war god's furious roar, granting you 256 Strength for 15 sec.
Nearby allies with Nalorakk's favor are rallied, gaining 25% movement speed for 10 sec.","+133 Critical Strike
Equip: You have proven your worth to Nalorakk. Your abilities have a chance to echo with the war god's furious roar, granting you 261 Strength for 15 sec.
Nearby allies with Nalorakk's favor are rallied, gaining 25% movement speed for 10 sec.","+134 Critical Strike
Equip: You have proven your worth to Nalorakk. Your abilities have a chance to echo with the war god's furious roar, granting you 264 Strength for 15 sec.
Nearby allies with Nalorakk's favor are rallied, gaining 25% movement speed for 10 sec.","+136 Critical Strike
Equip: You have proven your worth to Nalorakk. Your abilities have a chance to echo with the war god's furious roar, granting you 268 Strength for 15 sec.
Nearby allies with Nalorakk's favor are rallied, gaining 25% movement speed for 10 sec.",https://www.wowhead.com/item=250229
Jade Ophidian Band,162544,"+1,572 Stamina
+126 Versatility
+213 Mastery
Prismatic Socket","+1,629 Stamina
+129 Versatility
+218 Mastery
Prismatic Socket","+1,689 Stamina
+131 Versatility
+222 Mastery
Prismatic Socket","+1,768 Stamina
+135 Versatility
+228 Mastery
Prismatic Socket","+1,830 Stamina
+137 Versatility
+232 Mastery
Prismatic Socket","+1,895 Stamina
+140 Versatility
+236 Mastery
Prismatic Socket",https://www.wowhead.com/item=162544
Legplates of Charged Duality,158361,"366 Armor
+144 [Strength or Intellect]
+2,794 Stamina
+81 Versatility
+96 Mastery","373 Armor
+148 [Strength or Intellect]
+2,896 Stamina
+82 Versatility
+98 Mastery","381 Armor
+152 [Strength or Intellect]
+3,002 Stamina
+83 Versatility
+99 Mastery","391 Armor
+158 [Strength or Intellect]
+3,143 Stamina
+85 Versatility
+101 Mastery","399 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+86 Versatility
+102 Mastery","408 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+87 Versatility
+103 Mastery",https://www.wowhead.com/item=158361
Lightwarden's Bind,251194,"+1,572 Stamina
+112 Versatility
+228 Mastery","+1,629 Stamina
+114 Versatility
+232 Mastery","+1,689 Stamina
+116 Versatility
+237 Mastery","+1,768 Stamina
+119 Versatility
+243 Mastery","+1,830 Stamina
+121 Versatility
+248 Mastery","+1,895 Stamina
+123 Versatility
+252 Mastery",https://www.wowhead.com/item=251194
Manaheart's Binding Flame,250243,"+137 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 238602. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+141 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 249313. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+145 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 260439. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+150 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 275946. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+154 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 288100. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+159 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 300722. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250243
Mchimba's Ritual Bandages,159618,"+137 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [176704 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+141 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [184636 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+145 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [192876 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+150 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [204360 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+154 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [213361 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+159 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [222709 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)",https://www.wowhead.com/item=159618
Merektha's Fang,158367,"+137 Strength
Use: Pump the fang's noxious venom gland, spraying poisonous mist forward in a cone. The mist deals (8202 * 1) Nature damage every 1 sec over 3 sec, stacking up to 3 times. (2 Min Cooldown)","+141 Strength
Use: Pump the fang's noxious venom gland, spraying poisonous mist forward in a cone. The mist deals (8571 * 1) Nature damage every 1 sec over 3 sec, stacking up to 3 times. (2 Min Cooldown)","+145 Strength
Use: Pump the fang's noxious venom gland, spraying poisonous mist forward in a cone. The mist deals (8953 * 1) Nature damage every 1 sec over 3 sec, stacking up to 3 times. (2 Min Cooldown)","+150 Strength
Use: Pump the fang's noxious venom gland, spraying poisonous mist forward in a cone. The mist deals (9486 * 1) Nature damage every 1 sec over 3 sec, stacking up to 3 times. (2 Min Cooldown)","+154 Strength
Use: Pump the fang's noxious venom gland, spraying poisonous mist forward in a cone. The mist deals (9904 * 1) Nature damage every 1 sec over 3 sec, stacking up to 3 times. (2 Min Cooldown)","+159 Strength
Use: Pump the fang's noxious venom gland, spraying poisonous mist forward in a cone. The mist deals (10338 * 1) Nature damage every 1 sec over 3 sec, stacking up to 3 times. (2 Min Cooldown)",https://www.wowhead.com/item=158367
Overseer's Vambraces,251131,"209 Armor
+81 [Strength or Intellect]
+1,572 Stamina
+37 Critical Strike
+63 Haste","213 Armor
+83 [Strength or Intellect]
+1,629 Stamina
+38 Critical Strike
+64 Haste","218 Armor
+86 [Strength or Intellect]
+1,689 Stamina
+38 Critical Strike
+64 Haste","224 Armor
+89 [Strength or Intellect]
+1,768 Stamina
+39 Critical Strike
+66 Haste","228 Armor
+91 [Strength or Intellect]
+1,830 Stamina
+39 Critical Strike
+66 Haste","233 Armor
+94 [Strength or Intellect]
+1,895 Stamina
+40 Critical Strike
+67 Haste",https://www.wowhead.com/item=251131
Pauldrons of the Great Unifier,159311,"288 Armor
+108 [Strength or Intellect]
+2,096 Stamina
+78 Critical Strike
+55 Versatility","293 Armor
+111 [Strength or Intellect]
+2,172 Stamina
+79 Critical Strike
+56 Versatility","300 Armor
+114 [Strength or Intellect]
+2,252 Stamina
+80 Critical Strike
+57 Versatility","308 Armor
+118 [Strength or Intellect]
+2,358 Stamina
+82 Critical Strike
+58 Versatility","314 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+83 Critical Strike
+58 Versatility","320 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+84 Critical Strike
+59 Versatility",https://www.wowhead.com/item=159311
Pendant of Malefic Fury,251142,"+1,572 Stamina
+107 Haste
+233 Mastery","+1,629 Stamina
+109 Haste
+237 Mastery","+1,689 Stamina
+111 Haste
+242 Mastery","+1,768 Stamina
+114 Haste
+248 Mastery","+1,830 Stamina
+116 Haste
+253 Mastery","+1,895 Stamina
+118 Haste
+258 Mastery",https://www.wowhead.com/item=251142
Permafrost Essence,250244,"Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 75 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 55014 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 76 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 56711 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 78 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 58459 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 79 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 60874 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 80 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 62749 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 81 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 64683 damage per mark for 10 sec.",https://www.wowhead.com/item=250244
Pilfered Precious Band,251148,"+1,572 Stamina
+136 Critical Strike
+204 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,629 Stamina
+138 Critical Strike
+208 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,689 Stamina
+141 Critical Strike
+212 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,768 Stamina
+145 Critical Strike
+217 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,830 Stamina
+148 Critical Strike
+221 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,895 Stamina
+150 Critical Strike
+225 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""",https://www.wowhead.com/item=251148
Poison-Proof Stompers,273784,"261 Armor
+108 [Strength or Intellect]
+2,096 Stamina
+78 Critical Strike
+55 Versatility","266 Armor
+111 [Strength or Intellect]
+2,172 Stamina
+79 Critical Strike
+56 Versatility","272 Armor
+114 [Strength or Intellect]
+2,252 Stamina
+80 Critical Strike
+57 Versatility","280 Armor
+118 [Strength or Intellect]
+2,358 Stamina
+82 Critical Strike
+58 Versatility","285 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+83 Critical Strike
+58 Versatility","291 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+84 Critical Strike
+59 Versatility",https://www.wowhead.com/item=273784
Pruning Lance,251193,"248 - 372 Damage
Speed 3.60
(86.1 damage per second)
+144 [Agility or Strength]
+2,794 Stamina
+112 Haste
+66 Mastery","255 - 383 Damage
Speed 3.60
(88.6 damage per second)
+148 [Agility or Strength]
+2,896 Stamina
+113 Haste
+67 Mastery","262 - 394 Damage
Speed 3.60
(91.1 damage per second)
+152 [Agility or Strength]
+3,002 Stamina
+115 Haste
+68 Mastery","273 - 409 Damage
Speed 3.60
(94.7 damage per second)
+158 [Agility or Strength]
+3,143 Stamina
+117 Haste
+69 Mastery","280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+118 Haste
+70 Mastery","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+120 Haste
+71 Mastery",https://www.wowhead.com/item=251193
Resonant Bellowstone,250228,"+137 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 171 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 23, stacking up to a maximum of 5 times. (30s cooldown)","+141 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 173 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 23, stacking up to a maximum of 5 times. (30s cooldown)","+145 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 175 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 24, stacking up to a maximum of 5 times. (30s cooldown)","+150 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 179 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 24, stacking up to a maximum of 5 times. (30s cooldown)","+154 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 181 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 24, stacking up to a maximum of 5 times. (30s cooldown)","+159 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 183 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 25, stacking up to a maximum of 5 times. (30s cooldown)",https://www.wowhead.com/item=250228
Resonating Crystal Scimitar,158373,"159 - 266 Damage
Speed 2.60
(81.7 damage per second)
+72 Strength
+1,397 Stamina
+50 Critical Strike
+39 Haste","164 - 273 Damage
Speed 2.60
(84.0 damage per second)
+74 Strength
+1,448 Stamina
+51 Critical Strike
+39 Haste","168 - 281 Damage
Speed 2.60
(86.3 damage per second)
+76 Strength
+1,501 Stamina
+51 Critical Strike
+40 Haste","175 - 292 Damage
Speed 2.60
(89.8 damage per second)
+79 Strength
+1,572 Stamina
+52 Critical Strike
+40 Haste","180 - 300 Damage
Speed 2.60
(92.3 damage per second)
+81 Strength
+1,627 Stamina
+53 Critical Strike
+41 Haste","185 - 309 Damage
Speed 2.60
(95.0 damage per second)
+84 Strength
+1,684 Stamina
+54 Critical Strike
+41 Haste",https://www.wowhead.com/item=158373
Ritual Binder's Ring,159459,"+1,572 Stamina
+223 Haste
+116 Versatility","+1,629 Stamina
+228 Haste
+119 Versatility","+1,689 Stamina
+232 Haste
+121 Versatility","+1,768 Stamina
+238 Haste
+124 Versatility","+1,830 Stamina
+242 Haste
+126 Versatility","+1,895 Stamina
+247 Haste
+129 Versatility",https://www.wowhead.com/item=159459
Royal Purifier's Spade,159646,"248 - 372 Damage
Speed 3.60
(86.1 damage per second)
+144 [Agility or Strength]
+2,794 Stamina
+100 Critical Strike
+77 Mastery","255 - 383 Damage
Speed 3.60
(88.6 damage per second)
+148 [Agility or Strength]
+2,896 Stamina
+102 Critical Strike
+78 Mastery","262 - 394 Damage
Speed 3.60
(91.1 damage per second)
+152 [Agility or Strength]
+3,002 Stamina
+103 Critical Strike
+79 Mastery","273 - 409 Damage
Speed 3.60
(94.7 damage per second)
+158 [Agility or Strength]
+3,143 Stamina
+105 Critical Strike
+81 Mastery","280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+106 Critical Strike
+82 Mastery","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+107 Critical Strike
+83 Mastery",https://www.wowhead.com/item=159646
Ruby Whelp Shell,193757,"+137 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+141 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+145 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+150 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)",https://www.wowhead.com/item=193757
Sand-Scoured Greatbelt,158358,"235 Armor
+108 [Strength or Intellect]
+2,096 Stamina
+52 Haste
+81 Mastery","240 Armor
+111 [Strength or Intellect]
+2,172 Stamina
+53 Haste
+82 Mastery","245 Armor
+114 [Strength or Intellect]
+2,252 Stamina
+54 Haste
+83 Mastery","252 Armor
+118 [Strength or Intellect]
+2,358 Stamina
+55 Haste
+84 Mastery","257 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+55 Haste
+86 Mastery","262 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+56 Haste
+87 Mastery",https://www.wowhead.com/item=158358
Sapling of the Dawnroot,250259,"+137 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4069 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 10596) Holy damage split among nearby enemies.","+141 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4251 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 11072) Holy damage split among nearby enemies.","+145 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4441 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 11566) Holy damage split among nearby enemies.","+150 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4706 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 12255) Holy damage split among nearby enemies.","+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4913 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 12794) Holy damage split among nearby enemies.","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5128 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 13355) Holy damage split among nearby enemies.",https://www.wowhead.com/item=250259
Scaleguard's Stalwart Greatboots,193755,"261 Armor
+108 [Strength or Intellect]
+2,096 Stamina
+78 Critical Strike
+55 Versatility","266 Armor
+111 [Strength or Intellect]
+2,172 Stamina
+79 Critical Strike
+56 Versatility","272 Armor
+114 [Strength or Intellect]
+2,252 Stamina
+80 Critical Strike
+57 Versatility","280 Armor
+118 [Strength or Intellect]
+2,358 Stamina
+82 Critical Strike
+58 Versatility","285 Armor
+122 [Strength or Intellect]
+2,440 Stamina
+83 Critical Strike
+58 Versatility","291 Armor
+125 [Strength or Intellect]
+2,527 Stamina
+84 Critical Strike
+59 Versatility",https://www.wowhead.com/item=193755
Seed of the Devouring Wild,250238,"+137 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (61583 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 364 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+141 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (64347 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 369 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+145 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (67219 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 374 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+150 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (71221 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 381 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+154 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (74358 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 386 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+159 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (77616 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 391 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250238
Sentinel Challenger's Prize,251149,"418 Armor
+144 [Strength or Intellect]
+2,794 Stamina
+66 Haste
+112 Mastery","426 Armor
+148 [Strength or Intellect]
+2,896 Stamina
+67 Haste
+113 Mastery","435 Armor
+152 [Strength or Intellect]
+3,002 Stamina
+68 Haste
+115 Mastery","447 Armor
+158 [Strength or Intellect]
+3,143 Stamina
+69 Haste
+117 Mastery","456 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+70 Haste
+118 Mastery","466 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+71 Haste
+120 Mastery",https://www.wowhead.com/item=251149
Shard-Tipped Vambraces,158350,"209 Armor
+81 [Strength or Intellect]
+1,572 Stamina
+65 Critical Strike
+35 Mastery","213 Armor
+83 [Strength or Intellect]
+1,629 Stamina
+66 Critical Strike
+35 Mastery","218 Armor
+86 [Strength or Intellect]
+1,689 Stamina
+67 Critical Strike
+36 Mastery","224 Armor
+89 [Strength or Intellect]
+1,768 Stamina
+68 Critical Strike
+37 Mastery","228 Armor
+91 [Strength or Intellect]
+1,830 Stamina
+69 Critical Strike
+37 Mastery","233 Armor
+94 [Strength or Intellect]
+1,895 Stamina
+70 Critical Strike
+37 Mastery",https://www.wowhead.com/item=158350
Sickening Signet of Atroxus,252258,"+1,572 Stamina
+233 Haste
+107 Mastery","+1,629 Stamina
+237 Haste
+109 Mastery","+1,689 Stamina
+242 Haste
+111 Mastery","+1,768 Stamina
+248 Haste
+114 Mastery","+1,830 Stamina
+253 Haste
+116 Mastery","+1,895 Stamina
+258 Haste
+118 Mastery",https://www.wowhead.com/item=252258
Signet of Snarling Servitude,251136,"+1,572 Stamina
+208 Critical Strike
+131 Mastery","+1,629 Stamina
+213 Critical Strike
+134 Mastery","+1,689 Stamina
+217 Critical Strike
+136 Mastery","+1,768 Stamina
+222 Critical Strike
+140 Mastery","+1,830 Stamina
+227 Critical Strike
+142 Mastery","+1,895 Stamina
+231 Critical Strike
+145 Mastery",https://www.wowhead.com/item=251136
Speakeasy Shroud,251132,"65 Armor
+81 [Agility or Strength or Intellect]
+1,572 Stamina
+58 Critical Strike
+41 Mastery","66 Armor
+83 [Agility or Strength or Intellect]
+1,629 Stamina
+59 Critical Strike
+42 Mastery","67 Armor
+86 [Agility or Strength or Intellect]
+1,689 Stamina
+60 Critical Strike
+42 Mastery","69 Armor
+89 [Agility or Strength or Intellect]
+1,768 Stamina
+61 Critical Strike
+43 Mastery","70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+62 Critical Strike
+44 Mastery","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+63 Critical Strike
+44 Mastery",https://www.wowhead.com/item=251132
Strand of Warding Fangs,273781,"+1,572 Stamina
+193 Critical Strike
+146 Haste","+1,629 Stamina
+197 Critical Strike
+149 Haste","+1,689 Stamina
+201 Critical Strike
+152 Haste","+1,768 Stamina
+206 Critical Strike
+156 Haste","+1,830 Stamina
+210 Critical Strike
+159 Haste","+1,895 Stamina
+214 Critical Strike
+162 Haste",https://www.wowhead.com/item=273781
Taproot Ribs,251184,"418 Armor
+144 [Strength or Intellect]
+2,794 Stamina
+70 Versatility
+108 Mastery","426 Armor
+148 [Strength or Intellect]
+2,896 Stamina
+71 Versatility
+109 Mastery","435 Armor
+152 [Strength or Intellect]
+3,002 Stamina
+72 Versatility
+111 Mastery","447 Armor
+158 [Strength or Intellect]
+3,143 Stamina
+73 Versatility
+113 Mastery","456 Armor
+162 [Strength or Intellect]
+3,254 Stamina
+74 Versatility
+114 Mastery","466 Armor
+167 [Strength or Intellect]
+3,369 Stamina
+75 Versatility
+116 Mastery",https://www.wowhead.com/item=251184
Tattered Amani War Banner,273797,"+137 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 507 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+141 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 514 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+145 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 521 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+150 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 530 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+154 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 537 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+159 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 544 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""",https://www.wowhead.com/item=273797
